    0.228657957124710087E+01    0.949381339550018244E+00    0.952299633622169495E+01    0.103380295634269714E+01    0.690395003557205200E+01    0.163412463665008556E+00    0.153735605933412991E+02    0.150248579891593277E+02   -0.150523054075930443E+02
    0.246987258970516965E+01    0.110987162185995047E+01    0.905776462978444741E+01    0.667797969483064247E+00    0.265312713025250275E+02    0.712351036285728934E+00    0.153216368493717088E+02    0.150146500706574049E+02   -0.132098043471537849E+02
    0.188544044765642616E+01    0.125522528652293341E+01    0.596387528917402676E+01    0.861638507836259060E+00    0.203966310304185328E+02    0.531605623821268969E+00    0.152255859998819272E+02    0.149416406065038583E+02   -0.130714411392871011E+02
    0.261303254711627986E+01    0.105693545341491690E+01    0.110774513483047485E+02    0.102129752337932578E+01    0.518372771143913269E+01    0.119168567657470706E+00    0.154085631273759436E+02    0.150207521757226345E+02   -0.129954215047778163E+02
    0.222209445834159869E+01    0.759470534324645952E+00    0.408281779289245605E+01    0.167136690020561224E+00    0.134638834297657013E+02    0.212321686744689930E+00    0.152283700383244920E+02    0.150084504141954724E+02   -0.128711636608362472E+02
    0.217498132008261003E+01    0.321039342588047727E+00    0.318718074245971694E+01    0.748739927234152502E+00    0.279424060220891057E+01    0.748974339103782860E+00    0.153227397336974498E+02    0.148519820362672164E+02   -0.125369365381024309E+02
    0.216242735646576278E+01    0.506988428819511783E+00    0.313704162109954332E+01    0.225358534515804620E+00    0.344536233489932897E+02    0.224899177156654806E+00    0.151152834582045799E+02    0.148838696195791460E+02   -0.123931550042163732E+02
    0.236720271149457062E+01    0.102412599897790946E+01    0.491761583019109327E+01    0.815658585175827899E+00    0.216470728427035866E+02    0.793105573332230640E+00    0.152822173326083650E+02    0.149330844133881868E+02   -0.123559884268512352E+02
    0.266093898442044274E+01    0.104013983416675004E+01    0.954534978596535488E+01    0.509046272783256315E+00    0.145214808532253326E+02    0.739535123910645353E+00    0.153908456886421590E+02    0.149562265786124957E+02   -0.121674865059057158E+02
    0.197576743105593722E+01    0.125126427616320690E+01    0.473899195477846824E+01    0.570022724927467084E+00    0.364355632647476710E+02    0.185215022622026965E+00    0.149915815563970103E+02    0.147901952277319957E+02   -0.121502843628679216E+02
    0.211267380203063748E+01    0.149223740657162751E+01    0.373960833216895816E+01    0.868428195657774071E+00    0.297175791867439436E+02    0.680616802010265309E+00    0.152271856042651343E+02    0.147962091687190327E+02   -0.121497538242818521E+02
    0.274760337304233815E+01    0.135399085614872461E+01    0.793673352550877542E+01    0.755540882746923104E+00    0.253238720424065349E+02    0.869723689529607991E+00    0.151778690627195161E+02    0.148784300093144726E+02   -0.119572231012343035E+02
    0.204356453645060965E+01    0.131492029966026802E+01    0.609500079924499083E+01    0.850345551315533021E+00    0.240960891876306675E+02    0.595661413285641261E+00    0.152672154680526688E+02    0.148760835519218357E+02   -0.119418527160298034E+02
    0.279145099575928235E+01    0.108240291204135453E+01    0.441368391305615226E+01    0.702896643951971711E+00    0.130554781051331563E+02    0.782933803448484400E+00    0.150238284996864007E+02    0.148050801866103861E+02   -0.118636785770579269E+02
    0.182356123474310738E+01    0.131589069801261505E+01    0.860227738935436825E+01    0.679699067092050191E+00    0.348662635724055576E+02    0.951047674482469629E+00    0.152151518726111608E+02    0.149832403968106522E+02   -0.118205724244437640E+02
    0.223702131799199311E+01    0.589021829482621828E+00    0.548560206598592792E+01    0.455712205927394476E+00    0.255108685757685691E+02    0.615199931963571478E+00    0.155131432546975976E+02    0.149392584620913755E+02   -0.118076293816032063E+02
    0.246007677372862954E+01    0.122436226679654481E+01    0.775874765132760125E+01    0.840998509444733200E+00    0.245942044936988076E+02    0.336541862190240848E+00    0.153835782197627307E+02    0.149655207455874883E+02   -0.117772001883503687E+02
    0.168075078850694903E+01    0.953114876907168895E+00    0.573972449842028354E+01    0.583962785262713613E+00    0.660893292319148618E+01    0.882928564213859346E+00    0.151574521556639077E+02    0.148871637295423600E+02   -0.117703405560560022E+02
    0.254324854011756019E+01    0.115295731912017096E+01    0.702408140693412175E+01    0.626992817652074264E+00    0.162489109652810377E+02    0.998336356493609967E+00    0.151394293176996175E+02    0.149169150403112418E+02   -0.117697924786762371E+02
    0.251767878721763516E+01    0.963771133870630847E+00    0.471268863037295827E+01    0.388025941574114963E+00    0.751629892187331894E+01    0.731518457828545632E+00    0.149703534727292009E+02    0.148281927604464858E+02   -0.117218904784695486E+02
    0.190168105627001016E+01    0.100107601777855360E+01    0.808213739951067112E+01    0.502773685979212459E+00    0.269935242829842110E+02    0.326388895621777531E+00    0.152480146672156742E+02    0.149867322277990969E+02   -0.116533224244853972E+02
    0.229096112346649150E+01    0.117245553731918339E+01    0.691637063026428223E+01    0.729101392626762435E+00    0.325342751443386078E+02    0.471880984306335516E+00    0.153088291148953122E+02    0.148756851523412017E+02   -0.114955755146894436E+02
    0.175798127305507657E+01    0.712945771217346147E+00    0.459459999203681946E+01    0.573474520444870017E+00    0.950347214937210083E+01    0.181384497880935691E+00    0.152166194017538796E+02    0.148551664601975286E+02   -0.113911732696648489E+02
    0.180820969389865627E+01    0.557817468021240326E+00    0.522404158023309240E+01    0.421687621206771723E+00    0.475403909233644129E+01    0.878099828406398886E+00    0.151579657807978716E+02    0.149224143912863667E+02   -0.113315745540718211E+02
    0.175337968003749833E+01    0.110440599918365479E+01    0.491400441527366638E+01    0.415036067366600037E+00    0.269350871443748474E+02    0.713168966770172164E+00    0.150817736193166745E+02    0.148523751536606667E+02   -0.112934683927395962E+02
    0.274991642203397824E+01    0.124305334638598386E+01    0.969504045001095882E+01    0.623223321498549865E+00    0.174615283988118719E+02    0.491844071863935417E+00    0.154187891733170517E+02    0.149905714545378252E+02   -0.112930040023028493E+02
    0.260520961822549024E+01    0.557462298708778725E+00    0.521995507346650278E+01    0.428970541011721440E+00    0.170272301249243938E+02    0.295166182011642020E+00    0.152326781279148147E+02    0.149573794112437568E+02   -0.112775263323705754E+02
    0.184782169555277198E+01    0.979308773373143593E+00    0.743554907064735371E+01    0.608722649843467911E+00    0.281869135959966535E+02    0.573087589333654557E+00    0.152766527439701036E+02    0.149636059706999074E+02   -0.112403068008885381E+02
    0.218596095613470798E+01    0.121935779835178915E+01    0.826300810868129076E+01    0.732419450282150275E+00    0.301431859556400710E+02    0.654761249205421447E+00    0.152922796190348134E+02    0.149844952876238242E+02   -0.112152013457022850E+02
    0.272850030140670752E+01    0.103308858515528601E+01    0.441224353932230162E+01    0.191878375417871894E+01    0.176603802499394869E+01    0.250753305108822433E+00    0.152711727845226424E+02    0.148473956650044627E+02   -0.111902339862889821E+02
    0.180091357874014824E+01    0.116890469986211221E+01    0.853005312514394731E+01    0.489386699191985464E+00    0.359194113911168813E+02    0.917801324258681994E+00    0.153818578923696769E+02    0.149961796173557182E+02   -0.111618560160925337E+02
    0.170110661763597082E+01    0.979293238380584685E+00    0.835963537526298595E+01    0.513653697017362743E+00    0.339760106658966947E+02    0.339318623008927456E+00    0.153097365290340583E+02    0.150481209063522332E+02   -0.111606310545647371E+02
    0.274963247412188938E+01    0.910781833061197532E+00    0.572239838346101148E+01    0.762520979689668921E+00    0.291591809688941375E+02    0.358537635213387662E+00    0.153133263053716195E+02    0.149659032999706021E+02   -0.111304961352201310E+02
    0.212202301620460787E+01    0.147044128328948687E+01    0.850514173769693826E+01    0.784983132112963888E+00    0.287963831300914137E+02    0.823249260345766731E+00    0.153596936357031488E+02    0.149146936484550743E+02   -0.110884598182332024E+02
    0.275049809071590134E+01    0.110208629550482740E+01    0.537973347169358274E+01    0.602634043072097780E+00    0.199978203813110653E+02    0.924454104078023420E+00    0.150341468111696077E+02    0.148414569471898261E+02   -0.110582981901853898E+02
    0.196610711001962568E+01    0.118389613984128395E+01    0.734554495402378382E+01    0.528493424664319256E+00    0.162844122241942273E+02    0.488630964390874833E+00    0.152685524828106356E+02    0.149302443279694987E+02   -0.110241805130655557E+02
    0.190929879891872400E+01    0.144199099540710440E+01    0.849355584383010864E+01    0.854670268297195501E+00    0.368177498281002045E+02    0.752979171276092485E+00    0.153959272287134183E+02    0.149947321000158347E+02   -0.110193976995571106E+02
    0.250598302959497188E+01    0.145547119322771956E+01    0.602762948008203203E+01    0.705238882314426441E+00    0.268971334943812046E+02    0.468442814491993431E+00    0.150179604632914927E+02    0.148317896904265272E+02   -0.109708151812683017E+02
    0.199439462602138518E+01    0.100657373666763306E+01    0.399078735709190369E+01    0.426322838664054848E+00    0.252593529820442200E+02    0.400805020332336448E+00    0.149088808216171689E+02    0.148124871703340020E+02   -0.109679058717767450E+02
    0.183405128605501400E+01    0.114932343691838068E+01    0.271081246879102533E+01    0.148558782771917275E+01    0.344132203138361525E+01    0.257311143840069090E+00    0.151134752826978147E+02    0.148562764529381415E+02   -0.109658289725862446E+02
    0.209213156920165932E+01    0.142135066067475901E+01    0.804686895607912334E+01    0.847145531254938633E+00    0.274445580517122103E+02    0.276738693377330536E+00    0.153351686282442010E+02    0.150057439945233302E+02   -0.109613858854001016E+02
    0.189866080982494156E+01    0.106844147161960312E+01    0.726048499293466065E+01    0.133285234952029175E+01    0.365511731692015474E+01    0.187340573587158110E+00    0.154379864702740726E+02    0.149554019312855395E+02   -0.109519110154939465E+02
    0.184631503441207911E+01    0.777743639470011128E+00    0.608106356473660004E+01    0.299046422634952902E+00    0.109567817291784131E+02    0.206551893437486450E+00    0.153842196886362608E+02    0.150897560351060509E+02   -0.108909489641588362E+02
