# n,  X, eps, P, P_e, P_std
4.500000e-02 1.663658e-02 4.253534e+01 1.562621e-01 1.037366e-02 1.031467e-03
4.600000e-02 1.692662e-02 4.348312e+01 1.606925e-01 1.093121e-02 1.135752e-03
4.700000e-02 1.721662e-02 4.443098e+01 1.651888e-01 1.150693e-02 1.248014e-03
4.800000e-02 1.750652e-02 4.537891e+01 1.697598e-01 1.210098e-02 1.368678e-03
4.900000e-02 1.779626e-02 4.632691e+01 1.744140e-01 1.271354e-02 1.498178e-03
5.000000e-02 1.808581e-02 4.727498e+01 1.791597e-01 1.334478e-02 1.636966e-03
5.100000e-02 1.837511e-02 4.822311e+01 1.840052e-01 1.399486e-02 1.785505e-03
5.200000e-02 1.866414e-02 4.917132e+01 1.889587e-01 1.466395e-02 1.944270e-03
5.300000e-02 1.895285e-02 5.011959e+01 1.940281e-01 1.535219e-02 2.113752e-03
5.400000e-02 1.924122e-02 5.106793e+01 1.992213e-01 1.605976e-02 2.294455e-03
5.500000e-02 1.952922e-02 5.201633e+01 2.045460e-01 1.678680e-02 2.486896e-03
5.600000e-02 1.981683e-02 5.296480e+01 2.100098e-01 1.753347e-02 2.691608e-03
5.700000e-02 2.010402e-02 5.391333e+01 2.156201e-01 1.829993e-02 2.909136e-03
5.800000e-02 2.039078e-02 5.486193e+01 2.213842e-01 1.908632e-02 3.140040e-03
5.900000e-02 2.067711e-02 5.581059e+01 2.273092e-01 1.989280e-02 3.384895e-03
6.000000e-02 2.096298e-02 5.675932e+01 2.334023e-01 2.071952e-02 3.644290e-03
6.100000e-02 2.124838e-02 5.770811e+01 2.396703e-01 2.156662e-02 3.918829e-03
6.200000e-02 2.153332e-02 5.865697e+01 2.461200e-01 2.243427e-02 4.209130e-03
6.300000e-02 2.181779e-02 5.960589e+01 2.527579e-01 2.332262e-02 4.515826e-03
6.400000e-02 2.210179e-02 6.055488e+01 2.595906e-01 2.423181e-02 4.839567e-03
6.500000e-02 2.238531e-02 6.150393e+01 2.666245e-01 2.516200e-02 5.181015e-03
6.600000e-02 2.266836e-02 6.245305e+01 2.738656e-01 2.611334e-02 5.540849e-03
6.700000e-02 2.295095e-02 6.340223e+01 2.813202e-01 2.708599e-02 5.919765e-03
6.800000e-02 2.323308e-02 6.435149e+01 2.889942e-01 2.808010e-02 6.318471e-03
6.900000e-02 2.351475e-02 6.530080e+01 2.968934e-01 2.909583e-02 6.737693e-03
7.000000e-02 2.379598e-02 6.625019e+01 3.050234e-01 3.013335e-02 7.178173e-03
7.100000e-02 2.407678e-02 6.719964e+01 3.133899e-01 3.119281e-02 7.640668e-03
7.200000e-02 2.435715e-02 6.814917e+01 3.219983e-01 3.227437e-02 8.125952e-03
7.300000e-02 2.463711e-02 6.909876e+01 3.308540e-01 3.337821e-02 8.634813e-03
7.400000e-02 2.491667e-02 7.004843e+01 3.399620e-01 3.450448e-02 9.168057e-03
7.500000e-02 2.519584e-02 7.099816e+01 3.493275e-01 3.565335e-02 9.726507e-03
7.600000e-02 2.547464e-02 7.194797e+01 3.589554e-01 3.682500e-02 1.031100e-02
7.700000e-02 2.575308e-02 7.289785e+01 3.688506e-01 3.801959e-02 1.092240e-02
7.800000e-02 2.603119e-02 7.384781e+01 3.790177e-01 3.923731e-02 1.156156e-02
7.900000e-02 2.630896e-02 7.479784e+01 3.894614e-01 4.047833e-02 1.222939e-02
8.000000e-02 2.658643e-02 7.574794e+01 4.001861e-01 4.174282e-02 1.292679e-02
8.100000e-02 2.686361e-02 7.669813e+01 4.111963e-01 4.303097e-02 1.365468e-02
8.200000e-02 2.714051e-02 7.764839e+01 4.224962e-01 4.434296e-02 1.441400e-02
8.300000e-02 2.741715e-02 7.859873e+01 4.340900e-01 4.567897e-02 1.520571e-02
8.400000e-02 2.769355e-02 7.954916e+01 4.459817e-01 4.703920e-02 1.603079e-02
8.500000e-02 2.796972e-02 8.049966e+01 4.581753e-01 4.842382e-02 1.689022e-02
8.600000e-02 2.824569e-02 8.145025e+01 4.706747e-01 4.983304e-02 1.778503e-02
8.700000e-02 2.852146e-02 8.240092e+01 4.834835e-01 5.126704e-02 1.871623e-02
8.800000e-02 2.879706e-02 8.335168e+01 4.966056e-01 5.272601e-02 1.968489e-02
8.900000e-02 2.907250e-02 8.430252e+01 5.100445e-01 5.421014e-02 2.069205e-02
9.000000e-02 2.934780e-02 8.525346e+01 5.238037e-01 5.571965e-02 2.173882e-02
9.100000e-02 2.962298e-02 8.620448e+01 5.378866e-01 5.725471e-02 2.282628e-02
9.200000e-02 2.989804e-02 8.715559e+01 5.522964e-01 5.881553e-02 2.395556e-02
9.300000e-02 3.017301e-02 8.810680e+01 5.670366e-01 6.040231e-02 2.512780e-02
9.400000e-02 3.044789e-02 8.905810e+01 5.821102e-01 6.201524e-02 2.634415e-02
9.500000e-02 3.072271e-02 9.000949e+01 5.975204e-01 6.365453e-02 2.760580e-02
9.600000e-02 3.099747e-02 9.096098e+01 6.132701e-01 6.532038e-02 2.891394e-02
9.700000e-02 3.127218e-02 9.191257e+01 6.293624e-01 6.701297e-02 3.026979e-02
9.800000e-02 3.154687e-02 9.286426e+01 6.458000e-01 6.873252e-02 3.167457e-02
9.900000e-02 3.182154e-02 9.381604e+01 6.625859e-01 7.047923e-02 3.312956e-02
1.000000e-01 3.209620e-02 9.476793e+01 6.797229e-01 7.225328e-02 3.463601e-02
1.010000e-01 3.237086e-02 9.571993e+01 6.972135e-01 7.405489e-02 3.619522e-02
1.020000e-01 3.264552e-02 9.667203e+01 7.150606e-01 7.588424e-02 3.780850e-02
1.030000e-01 3.292021e-02 9.762423e+01 7.332666e-01 7.774152e-02 3.947720e-02
1.040000e-01 3.319492e-02 9.857655e+01 7.518342e-01 7.962694e-02 4.120265e-02
1.050000e-01 3.346966e-02 9.952897e+01 7.707658e-01 8.154069e-02 4.298625e-02
1.060000e-01 3.374443e-02 1.004815e+02 7.900640e-01 8.348295e-02 4.482937e-02
1.070000e-01 3.401925e-02 1.014341e+02 8.097311e-01 8.545391e-02 4.673343e-02
1.080000e-01 3.429411e-02 1.023869e+02 8.297695e-01 8.745375e-02 4.869987e-02
1.090000e-01 3.456901e-02 1.033398e+02 8.501816e-01 8.948266e-02 5.073015e-02
1.100000e-01 3.484397e-02 1.042928e+02 8.709698e-01 9.154081e-02 5.282574e-02
1.110000e-01 3.511897e-02 1.052459e+02 8.921362e-01 9.362838e-02 5.498813e-02
1.120000e-01 3.539402e-02 1.061991e+02 9.136832e-01 9.574555e-02 5.721885e-02
1.130000e-01 3.566912e-02 1.071525e+02 9.356130e-01 9.789246e-02 5.951944e-02
1.140000e-01 3.594427e-02 1.081060e+02 9.579278e-01 1.000693e-01 6.189145e-02
1.150000e-01 3.621945e-02 1.090596e+02 9.806298e-01 1.022762e-01 6.433647e-02
1.160000e-01 3.649467e-02 1.100133e+02 1.003721e+00 1.045134e-01 6.685611e-02
1.170000e-01 3.676993e-02 1.109671e+02 1.027204e+00 1.067809e-01 6.945199e-02
1.180000e-01 3.704521e-02 1.119211e+02 1.051081e+00 1.090789e-01 7.212575e-02
1.190000e-01 3.732051e-02 1.128753e+02 1.075353e+00 1.114076e-01 7.487907e-02
1.200000e-01 3.759582e-02 1.138295e+02 1.100024e+00 1.137671e-01 7.771364e-02
1.210000e-01 3.787113e-02 1.147839e+02 1.125094e+00 1.161575e-01 8.063118e-02
1.220000e-01 3.814644e-02 1.157384e+02 1.150567e+00 1.185790e-01 8.363341e-02
1.230000e-01 3.842172e-02 1.166931e+02 1.176444e+00 1.210315e-01 8.672211e-02
1.240000e-01 3.869697e-02 1.176479e+02 1.202728e+00 1.235154e-01 8.989904e-02
1.250000e-01 3.897218e-02 1.186028e+02 1.229419e+00 1.260306e-01 9.316603e-02
1.260000e-01 3.924733e-02 1.195579e+02 1.256522e+00 1.285772e-01 9.652488e-02
1.270000e-01 3.952241e-02 1.205131e+02 1.284037e+00 1.311553e-01 9.997746e-02
1.280000e-01 3.979740e-02 1.214685e+02 1.311967e+00 1.337651e-01 1.035256e-01
1.290000e-01 4.007228e-02 1.224240e+02 1.340314e+00 1.364065e-01 1.071713e-01
1.300000e-01 4.034704e-02 1.233797e+02 1.369079e+00 1.390796e-01 1.109164e-01
1.310000e-01 4.062166e-02 1.243355e+02 1.398266e+00 1.417845e-01 1.147629e-01
1.320000e-01 4.089613e-02 1.252915e+02 1.427876e+00 1.445212e-01 1.187126e-01
1.330000e-01 4.117041e-02 1.262476e+02 1.457911e+00 1.472898e-01 1.227677e-01
1.340000e-01 4.144449e-02 1.272039e+02 1.488374e+00 1.500903e-01 1.269302e-01
1.350000e-01 4.171836e-02 1.281603e+02 1.519265e+00 1.529226e-01 1.312020e-01
1.360000e-01 4.199198e-02 1.291169e+02 1.550589e+00 1.557869e-01 1.355852e-01
1.370000e-01 4.226533e-02 1.300737e+02 1.582346e+00 1.586830e-01 1.400820e-01
1.380000e-01 4.253840e-02 1.310306e+02 1.614539e+00 1.616111e-01 1.446944e-01
1.390000e-01 4.281116e-02 1.319877e+02 1.647170e+00 1.645710e-01 1.494246e-01
1.400000e-01 4.308358e-02 1.329450e+02 1.680241e+00 1.675627e-01 1.542747e-01
1.410000e-01 4.335564e-02 1.339024e+02 1.713754e+00 1.705862e-01 1.592470e-01
1.420000e-01 4.362731e-02 1.348600e+02 1.747711e+00 1.736415e-01 1.643436e-01
1.430000e-01 4.389858e-02 1.358178e+02 1.782114e+00 1.767285e-01 1.695668e-01
1.440000e-01 4.416940e-02 1.367757e+02 1.816966e+00 1.798470e-01 1.749189e-01
1.450000e-01 4.443976e-02 1.377338e+02 1.852268e+00 1.829971e-01 1.804020e-01
1.460000e-01 4.470963e-02 1.386921e+02 1.888022e+00 1.861787e-01 1.860186e-01
1.470000e-01 4.497898e-02 1.396506e+02 1.924231e+00 1.893916e-01 1.917711e-01
1.480000e-01 4.524778e-02 1.406092e+02 1.960897e+00 1.926358e-01 1.976616e-01
1.490000e-01 4.551601e-02 1.415680e+02 1.998021e+00 1.959110e-01 2.036927e-01
1.500000e-01 4.578364e-02 1.425271e+02 2.035606e+00 1.992173e-01 2.098668e-01
1.510000e-01 4.605063e-02 1.434863e+02 2.073653e+00 2.025545e-01 2.161863e-01
1.520000e-01 4.631696e-02 1.444456e+02 2.112164e+00 2.059223e-01 2.226536e-01
1.530000e-01 4.658261e-02 1.454052e+02 2.151141e+00 2.093207e-01 2.292714e-01
1.540000e-01 4.684754e-02 1.463650e+02 2.190587e+00 2.127495e-01 2.360420e-01
1.550000e-01 4.711172e-02 1.473250e+02 2.230502e+00 2.162086e-01 2.429682e-01
1.560000e-01 4.737512e-02 1.482851e+02 2.270889e+00 2.196976e-01 2.500523e-01
1.570000e-01 4.763773e-02 1.492455e+02 2.311749e+00 2.232166e-01 2.572971e-01
1.580000e-01 4.789949e-02 1.502060e+02 2.353085e+00 2.267651e-01 2.647051e-01
1.590000e-01 4.816040e-02 1.511668e+02 2.394896e+00 2.303431e-01 2.722791e-01
1.600000e-01 4.842042e-02 1.521277e+02 2.437186e+00 2.339504e-01 2.800218e-01
1.610000e-01 4.867952e-02 1.530889e+02 2.479956e+00 2.375866e-01 2.879357e-01
1.620000e-01 4.893767e-02 1.540502e+02 2.523206e+00 2.412516e-01 2.960238e-01
1.630000e-01 4.919485e-02 1.550118e+02 2.566938e+00 2.449452e-01 3.042887e-01
1.640000e-01 4.945102e-02 1.559736e+02 2.611154e+00 2.486670e-01 3.127333e-01
1.650000e-01 4.970617e-02 1.569356e+02 2.655855e+00 2.524168e-01 3.213603e-01
1.660000e-01 4.996026e-02 1.578978e+02 2.701041e+00 2.561944e-01 3.301727e-01
1.670000e-01 5.021326e-02 1.588602e+02 2.746713e+00 2.599996e-01 3.391734e-01
1.680000e-01 5.046515e-02 1.598229e+02 2.792873e+00 2.638319e-01 3.483652e-01
1.690000e-01 5.071591e-02 1.607857e+02 2.839521e+00 2.676912e-01 3.577511e-01
1.700000e-01 5.096551e-02 1.617488e+02 2.886658e+00 2.715772e-01 3.673340e-01
1.710000e-01 5.121392e-02 1.627121e+02 2.934284e+00 2.754895e-01 3.771170e-01
1.720000e-01 5.146111e-02 1.636757e+02 2.982399e+00 2.794279e-01 3.871032e-01
1.730000e-01 5.170707e-02 1.646394e+02 3.031004e+00 2.833922e-01 3.972955e-01
1.740000e-01 5.195178e-02 1.656034e+02 3.080099e+00 2.873819e-01 4.076970e-01
1.750000e-01 5.219520e-02 1.665676e+02 3.129683e+00 2.913967e-01 4.183109e-01
1.760000e-01 5.243732e-02 1.675321e+02 3.179757e+00 2.954365e-01 4.291404e-01
1.770000e-01 5.267811e-02 1.684968e+02 3.230320e+00 2.995007e-01 4.401886e-01
1.780000e-01 5.291756e-02 1.694617e+02 3.281372e+00 3.035893e-01 4.514587e-01
1.790000e-01 5.315564e-02 1.704269e+02 3.332911e+00 3.077017e-01 4.629540e-01
1.800000e-01 5.339234e-02 1.713923e+02 3.384937e+00 3.118377e-01 4.746777e-01
1.810000e-01 5.362763e-02 1.723579e+02 3.437449e+00 3.159971e-01 4.866331e-01
1.820000e-01 5.386150e-02 1.733238e+02 3.490445e+00 3.201793e-01 4.988237e-01
1.830000e-01 5.409393e-02 1.742899e+02 3.543924e+00 3.243842e-01 5.112527e-01
1.840000e-01 5.432491e-02 1.752563e+02 3.597885e+00 3.286114e-01 5.239235e-01
1.850000e-01 5.455441e-02 1.762229e+02 3.652325e+00 3.328606e-01 5.368397e-01
1.860000e-01 5.478243e-02 1.771898e+02 3.707242e+00 3.371315e-01 5.500045e-01
1.870000e-01 5.500895e-02 1.781570e+02 3.762634e+00 3.414237e-01 5.634217e-01
1.880000e-01 5.523396e-02 1.791244e+02 3.818498e+00 3.457369e-01 5.770945e-01
1.890000e-01 5.545744e-02 1.800920e+02 3.874832e+00 3.500709e-01 5.910267e-01
1.900000e-01 5.567939e-02 1.810599e+02 3.931632e+00 3.544252e-01 6.052218e-01
1.910000e-01 5.589979e-02 1.820281e+02 3.988895e+00 3.587996e-01 6.196834e-01
1.920000e-01 5.611864e-02 1.829965e+02 4.046618e+00 3.631937e-01 6.344153e-01
1.930000e-01 5.633592e-02 1.839652e+02 4.104796e+00 3.676074e-01 6.494209e-01
1.940000e-01 5.655163e-02 1.849341e+02 4.163427e+00 3.720401e-01 6.647042e-01
1.950000e-01 5.676576e-02 1.859033e+02 4.222504e+00 3.764918e-01 6.802689e-01
1.960000e-01 5.697831e-02 1.868728e+02 4.282024e+00 3.809619e-01 6.961187e-01
1.970000e-01 5.718927e-02 1.878426e+02 4.341982e+00 3.854504e-01 7.122574e-01
1.980000e-01 5.739864e-02 1.888126e+02 4.402372e+00 3.899568e-01 7.286890e-01
1.990000e-01 5.760642e-02 1.897829e+02 4.463190e+00 3.944810e-01 7.454172e-01
2.000000e-01 5.781259e-02 1.907535e+02 4.524428e+00 3.990226e-01 7.624461e-01
2.010000e-01 5.801717e-02 1.917243e+02 4.586082e+00 4.035813e-01 7.797796e-01
2.020000e-01 5.822015e-02 1.926954e+02 4.648144e+00 4.081570e-01 7.974216e-01
2.030000e-01 5.842154e-02 1.936668e+02 4.710608e+00 4.127493e-01 8.153763e-01
2.040000e-01 5.862133e-02 1.946385e+02 4.773467e+00 4.173580e-01 8.336476e-01
2.050000e-01 5.881953e-02 1.956104e+02 4.836714e+00 4.219829e-01 8.522397e-01
2.060000e-01 5.901614e-02 1.965826e+02 4.900341e+00 4.266238e-01 8.711566e-01
2.070000e-01 5.921116e-02 1.975551e+02 4.964339e+00 4.312803e-01 8.904026e-01
2.080000e-01 5.940461e-02 1.985279e+02 5.028701e+00 4.359524e-01 9.099819e-01
2.090000e-01 5.959649e-02 1.995010e+02 5.093417e+00 4.406398e-01 9.298987e-01
2.100000e-01 5.978680e-02 2.004743e+02 5.158480e+00 4.453423e-01 9.501572e-01
2.110000e-01 5.997556e-02 2.014479e+02 5.223878e+00 4.500598e-01 9.707619e-01
2.120000e-01 6.016277e-02 2.024218e+02 5.289603e+00 4.547920e-01 9.917169e-01
2.130000e-01 6.034845e-02 2.033960e+02 5.355645e+00 4.595388e-01 1.013027e+00
2.140000e-01 6.053260e-02 2.043705e+02 5.421993e+00 4.643000e-01 1.034696e+00
2.150000e-01 6.071523e-02 2.053453e+02 5.488636e+00 4.690756e-01 1.056729e+00
2.160000e-01 6.089637e-02 2.063203e+02 5.555563e+00 4.738653e-01 1.079129e+00
2.170000e-01 6.107602e-02 2.072957e+02 5.622762e+00 4.786690e-01 1.101903e+00
2.180000e-01 6.125419e-02 2.082713e+02 5.690223e+00 4.834867e-01 1.125054e+00
2.190000e-01 6.143091e-02 2.092472e+02 5.757931e+00 4.883181e-01 1.148587e+00
2.200000e-01 6.160619e-02 2.102234e+02 5.825876e+00 4.931634e-01 1.172506e+00
2.210000e-01 6.178004e-02 2.111999e+02 5.894043e+00 4.980222e-01 1.196816e+00
2.220000e-01 6.195248e-02 2.121766e+02 5.962420e+00 5.028947e-01 1.221523e+00
2.230000e-01 6.212353e-02 2.131537e+02 6.030992e+00 5.077807e-01 1.246630e+00
2.240000e-01 6.229321e-02 2.141310e+02 6.099746e+00 5.126802e-01 1.272142e+00
2.250000e-01 6.246154e-02 2.151087e+02 6.168667e+00 5.175931e-01 1.298065e+00
2.260000e-01 6.262853e-02 2.160866e+02 6.237741e+00 5.225195e-01 1.324403e+00
2.270000e-01 6.279421e-02 2.170648e+02 6.306951e+00 5.274593e-01 1.351161e+00
2.280000e-01 6.295861e-02 2.180432e+02 6.376282e+00 5.324125e-01 1.378344e+00
2.290000e-01 6.312173e-02 2.190220e+02 6.445719e+00 5.373792e-01 1.405957e+00
2.300000e-01 6.328361e-02 2.200010e+02 6.515245e+00 5.423593e-01 1.434005e+00
2.310000e-01 6.344426e-02 2.209804e+02 6.584843e+00 5.473529e-01 1.462493e+00
2.320000e-01 6.360371e-02 2.219600e+02 6.654497e+00 5.523601e-01 1.491427e+00
2.330000e-01 6.376199e-02 2.229398e+02 6.724188e+00 5.573809e-01 1.520811e+00
2.340000e-01 6.391911e-02 2.239200e+02 6.793898e+00 5.624154e-01 1.550650e+00
2.350000e-01 6.407511e-02 2.249004e+02 6.863611e+00 5.674637e-01 1.580950e+00
2.360000e-01 6.423000e-02 2.258812e+02 6.933306e+00 5.725258e-01 1.611716e+00
2.370000e-01 6.438382e-02 2.268621e+02 7.002965e+00 5.776019e-01 1.642954e+00
2.380000e-01 6.453658e-02 2.278434e+02 7.072569e+00 5.826920e-01 1.674668e+00
2.390000e-01 6.468832e-02 2.288249e+02 7.142097e+00 5.877964e-01 1.706865e+00
2.400000e-01 6.483906e-02 2.298067e+02 7.211531e+00 5.929152e-01 1.739549e+00
